lat,lon,SERVICE_TYPE,SERVICE_TYPE_DETAIL,ENGLISH_NAME,ADDRESS_LINE_1
43.6617676,-79.378936,Community Support Service,,Toronto People With AIDS Foundation,"399 Church Street, 2nd Floor"
43.6882324,-79.3035339,Pharmacy,Retail Pharmacy,Shoppers Drug Mart #814,2494 Danforth Avenue
43.6700428,-79.4655281,Mental Health and Addiction Organization,Addiction Services,"Society Of St. Vincent De Paul, Toronto Central Council",88 Mulock Avenue
43.6862605,-79.3124868,Pharmacy,Retail Pharmacy,The Drugstore Pharmacy #4114,985 Woodbine Avenue
43.6733625,-79.3190262,Pharmacy,Retail Pharmacy,Shoppers Drug Mart #5377,265 Coxwell Avenue
43.6528988,-79.3971965,Pharmacy,Retail Pharmacy,On Care Pharmacy,481 Dundas Street West
43.7347062,-79.3804293,HIV AIDS and Hep C Program,CBAESP,"Ontario Association Of The Deaf, Deaf Outreach Project",2395 Bayview Avenue
43.7593057,-79.4664299,Pharmacy,Retail Pharmacy,Shoppers Drug Mart #922,1115 Lodestar Road
43.6687996,-79.3790217,Community Support Service,,Fife House Foundation Inc.,"571 Javis Street, 2nd Floor"
43.6521113,-79.3574366,Community Health Centre,Main,Anishnawbe Health Toronto,425 Cherry Street
43.6664619,-79.3815945,Mental Health and Addiction Organization,Mental Health Services,Progress Place,576 Church Street
43.6476942,-79.3709108,Pharmacy,Retail Pharmacy,Shoppers Drug Mart #1351,18 Lower Jarvis Street
43.6013781,-79.5014721,Pharmacy,Retail Pharmacy,Lakeshore Village Pharmacy,A-2835 Lakeshore Boulevard West
43.6775611,-79.4957595,Pharmacy,Retail Pharmacy,Oya Pharmacy,903 Jane Street
43.6509728,-79.4780242,Pharmacy,Retail Pharmacy,Bloor West Pharmacy,2262 Bloor Street West
43.6594405,-79.3892522,Licensed Lab and Specimen Collection Centre,Licensed Public Health Lab Location,Ontario Agency For Health Protection And Promotion - Toronto Public Health Laboratory,661 University Avenue
43.6600506,-79.3612315,Licensed Lab and Specimen Collection Centre,Licensed Specimen Collection Centre Location,St. Michael's Hospital - Sumac Creek,73 Reagent Park Boulevard
43.6407328,-79.4330525,Seniors Active Living Centre,,Sistering- On The Path - Outreach,220 Cowan Avenue
43.6807205,-79.3576397,Pharmacy,Retail Pharmacy,Pharmacare Drug Mart,891 Broadview Avenue
43.7263295,-79.3021871,Seniors Active Living Centre,,Family Service Toronto - Illahee Community Connections,1527 Victoria Park Avenue
43.6486015,-79.3700583,Pharmacy,Retail Pharmacy,Healthshield Pharmacy,140 The Esplanade
43.6860286,-79.4385516,Pharmacy,Retail Pharmacy,Oakwood Pharmacy,332 Oakwood Avenue
43.7137072,-79.4583725,Community Support Service,,Pace Independent Living,970 Lawrence Avenue West
43.7829073,-79.2939524,Long-Term Care Home,NH non-profit,Shepherd Lodge,3760 Sheppard Avenue East
43.6593535,-79.3655582,HIV AIDS and Hep C Program,HR Program,Regent Park Community Health Centre,465 Dundas Street East
43.7035722,-79.3523812,Community Support Service,,Rehabilitation Foundation For The Disabled - Durham,10 Overlea Boulevard
43.7266426,-79.4804277,Pharmacy,Retail Pharmacy,Wilson Compounding Pharmacy,5-1077 Wilson Avenue
43.7374072,-79.6013356,Integrated Community Health Services Centre,"Mobile General Ultrasound, Mobile Vascular Ultrasound",Charm Ultrasound,101 Westmore Drive
43.7089406,-79.3978469,Pharmacy,Retail Pharmacy,Shoppers Drug Mart #841,2345 Yonge Street
43.6614075,-79.3839113,Licensed Lab and Specimen Collection Centre,Licensed Specimen Collection Centre Location,Lifelabs,14 College Street
43.6795996,-79.3578607,Pharmacy,Retail Pharmacy,Don Valley Pharmacy,855 Broadview Avenue
43.7217467,-79.376448,Community Support Service,,Regional Geriatric Program Of Toronto,2075 Bayview Avenue
43.7737879,-79.3404914,Pharmacy,Retail Pharmacy,Health Drugmart,105 Parkway Forest Drive
43.6618648,-79.3357652,Pharmacy,Retail Pharmacy,The Pharmacy Lab,1101 Queen Street East
43.7871274,-79.4182922,Pharmacy,Retail Pharmacy,Medcentral Pharmacy,20 Drewry Avenue
43.6708389,-79.3824343,Mental Health and Addiction Organization,Addiction Services And Mental Health Services,Houselink & Mainstay Community Housing,175 Bloor Street East
43.7881289,-79.3303882,Pharmacy,Retail Pharmacy,Shoppers Drug Mart #1544,2794 Victoria Park Avenue
43.6703335,-79.3831977,Pharmacy,Hospital Outpatient Dispensiary,Toronto Grace Outpatient Phcy,650 Church Street
43.6716736,-79.3768662,Licensed Lab and Specimen Collection Centre,Licensed Specimen Collection Centre Location,Lifelabs,600 Sherbourne Street
43.7052983,-79.551845,Community Support Service,,Reconnect Community Health Services,2150 Islington Avenue Suite 202
43.661059,-79.3391464,Community Health Centre,Main,South Riverdale Community Health Centre Queen East,955 Queen Street East
43.701368,-79.5216469,Licensed Lab and Specimen Collection Centre,Licensed Specimen Collection Centre Location,Med-Health Laboratory,2050 Weston Road Unit #Lower Level
43.7262067,-79.4016134,Community Support Service,,Student Assistance In North Toronto For Seniors,25 Wanless Avenue
43.6719069,-79.3779674,Community Support Service,,Centre For Independent Living In Toronto Inc. (Cilt)(Df),"365 Bloor Street East, Suite 902"
43.7224215,-79.5107676,Community Health Centre,Main,Black Creek Community Health Centre North York Sheridan Mall,2202 Jane Street
43.6570871,-79.387731,Mental Health and Addiction Organization,Addiction Services And Mental Health Services,"Hospital For Sick Children, The",555 University Avenue
43.660489,-79.3860552,Family Health Team,Main,Taddle Creek Family Health Team,790 Bay Street
43.6859011,-79.4216559,Long-Term Care Home,NH non-profit,Arirang Korean Long Term Care,17 Maplewood Avenue
43.6768165,-79.3570247,Pharmacy,Retail Pharmacy,Shoppers Drug Mart #1232,180 Danforth Avenue
43.6516423,-79.4078078,Pharmacy,Retail Pharmacy,Trinity Drug Store,793 Dundas Street West
43.6586186,-79.3573795,Midwifery Clinic,Main,Riverdale Community Midwives,48 River Street
43.6661751,-79.3751881,Licensed Lab and Specimen Collection Centre,Licensed Specimen Collection Centre Location,St. Michael's Hospital Health Centre At 410,95 Homewood Avenue
43.6457562,-79.5178551,Pharmacy,Allergen Supplier,Aylest Allergy Laboratory Ltd,3267 Bloor Street West
43.6911766,-79.4479527,Seniors Active Living Centre,,York-Fairbank Centre For Seniors,2213 Dufferin Street
43.6793038,-79.3446197,Integrated Community Health Services Centre,"Bone Mineral Dxa, General Ultrasound, Mammography, Radiography",Central Toronto Diagnostic Imaging,658 Danforth Avenue
43.6790294,-79.321408,Seniors Active Living Centre,,Cecelia Murphy Seniors Active Living Centre,11 Coatsworth Crescent
43.6574697,-79.4012219,Integrated Community Health Services Centre,Sleep Studies,Centre For Sleep And Chronobiology Inc.,295 College Street
43.6757817,-79.3580934,Pharmacy,Retail Pharmacy,Broadview Medical Pharmacy,743 Broadview Avenue
43.6376371,-79.4886822,Community Health Centre,Main,Stonegate Community Health Centre,"10 Neighbourhood Lane, Unit 201"
43.7545371,-79.3591433,Pharmacy,Retail Pharmacy,Shoppers Drug Mart #877,1859 Leslie Street
43.6622905,-79.372014,Mental Health and Addiction Organization,Mental Health Services,Sherbourne Health Centre,333 Sherbourne Street
43.6856462,-79.4006616,Licensed Retirement Home,,Bradgate Arms,54 Foxbar Road
43.6482017,-79.3738615,Pharmacy,Retail Pharmacy,Rexall #8159,63 Front Street East
43.7217467,-79.376448,HIV AIDS and Hep C Program,HIV Clinical Services,"Sunnybrook Health Sciences Centre, Anita Rachlis Clinic",2075 Bayview Avenue
43.7597922,-79.2269468,Pharmacy,Retail Pharmacy,Pharmasave Cedercourt Pharmacy,3480 Lawrence Avenue East
43.705798,-79.4102128,Licensed Retirement Home,,Amica On The Avenue,1066 Avenue Road
43.6394598,-79.4501415,Mental Health and Addiction Organization,Addiction Services And Mental Health Services,Unity Health Toronto,30 The Queensway
43.7166113,-79.4475308,Pharmacy,Retail Pharmacy,Drug Store Pharmacy #4074,700 Lawrence Avenue West
43.6582058,-79.3989519,Hospital,Site,Centre For Addiction and Mental Health - College Street Site,250 College Street
43.8007668,-79.3002226,Pharmacy,Retail Pharmacy,Deen Pharmacy,3852 Finch Avenue East Unit G11
43.6793038,-79.3446197,Integrated Community Health Services Centre,"Obs/Gyn Ultrasound, Radiography",(Don Mills) Insight Diagnostic Imaging,658 Danforth Avenue
43.6486015,-79.3700583,Licensed Lab and Specimen Collection Centre,Licensed Specimen Collection Centre Location,St. Michael's Hospital - St. Lawrence Health Centre,140 The Esplanade
43.6654925,-79.4116835,Licensed Lab and Specimen Collection Centre,Licensed Specimen Collection Centre Location,Lifelabs,800 Bathurst Street
43.758661,-79.2889473,Pharmacy,Retail Pharmacy,Pharmakeio Guardian,5-1515 Birchmount Road
43.7217467,-79.376448,Family Health Team,Main,Sunnybrook Academic Family Health Team,2075 Bayview Avenue
43.6590401,-79.3664935,Mental Health and Addiction Organization,Mental Health Services,St. Jude Community Homes,431 Dundas Street East
43.6581818,-79.4034315,Long-Term Care Home,NH non-profit,The Kensington Gardens,25 Brunswick Avenue
43.7058695,-79.3100959,Community Support Service,,True Davidson Meals On Wheels (East York) Inc.,"2723 St. Clair Avenue East,"
43.6556411,-79.3802976,Pharmacy,Retail Pharmacy,Shoppers Drug Mart #1402,279 Yonge Street
43.6575078,-79.4034113,Integrated Community Health Services Centre,"Bone Mineral Dxa, Mammography, Radiography, General Ultrasound, Vascular Ultrasound",Kensington Diagnostic Imaging Centre,340 College Street
43.6637528,-79.3675086,Pharmacy,Retail Pharmacy,Ascend Pharmacy,461 Parliament Street
43.7348298,-79.5624262,Pharmacy,Retail Pharmacy,Maple Leaf Medical Pharmacy,14 College Street
43.6516007,-79.4086293,Pharmacy,Retail Pharmacy,Hilary's Pharmacy,811 Dundas Street West
43.6528277,-79.3762371,Pharmacy,Retail Pharmacy,Main Drug Mart,61 Queen Street East
43.679458,-79.3408481,Mental Health and Addiction Organization,Mental Health Services,Woodgreen Community Services,815 Danforth Avenue
43.6528776,-79.3760971,Pharmacy,Retail Pharmacy,Woodgreen Pharmacy,101-69 Queen Street East
43.6539769,-79.386179,Mental Health and Addiction Organization,Mental Health Services,Fred Victor Centre,10 Armoury Street
43.7545592,-79.5258276,Pharmacy,Long Term Care Facility,Humber Meadows LTC,2109 Finch Avenue West
43.6496108,-79.3677101,Pharmacy,Retail Pharmacy,St. Lawrence Pharmacy,126 Lower Sherbourne Street
43.6019368,-79.5457333,Pharmacy,Retail Pharmacy,Rexall #6941,440 Brown'South Line
43.6686658,-79.3778548,Hospital,Corporation,Casey House Hospice,9 Huntley Street
43.7716258,-79.2092906,Pharmacy,Retail Pharmacy,Orton Park Pharmacy,136 Orton Park Road
43.6716163,-79.3829806,Integrated Community Health Services Centre,General Ultrasound,Hannam Fertility Centre,160 Bloor Street East
43.6747716,-79.3956012,Integrated Community Health Services Centre,Vascular Ultrasound,Toronto Vascular Ultrasound,217 Davenport Road
43.6533449,-79.4064038,Hospital,Site,University Health Network - Toronto Western,399 Bathrust Street
43.6815979,-79.3307089,Community Health Centre,Satellite,South Riverdale Community Health Centre Danforth,"1245 Danforth Avenue,"
43.7457333,-79.4874562,Pharmacy,Retail Pharmacy,Wellcare Pharmacy,3352 Keele Street
43.712824,-79.3776708,Pharmacy,Retail Pharmacy,Rexall,1820 Bayview Avenue
43.6654509,-79.3811321,Mental Health and Addiction Organization,Mental Health Services,Central Toronto Youth Services,65 Wellesley Street East
43.6397823,-79.4461627,Community Health Centre,Satellite,Parkdale Queen West Community Health Centre Roncesvalles Site,27 Roncesvalles Avenue
43.6480154,-79.5055085,Pharmacy,Retail Pharmacy,Prince Edward Pharmacy,324 Prince Edward Drive South
43.6407328,-79.4330525,Mental Health and Addiction Organization,Mental Health Services,Sistering - A Woman's Place,220 Cowan Avenue
43.6716893,-79.3233707,Pharmacy,Retail Pharmacy,Care Plus Pharmacy,1401 Gerrard Street East
43.6668912,-79.4467075,Pharmacy,Retail Pharmacy,Shoppers Drug Mart #1304,1400 Dupont Street
43.7097037,-79.3993437,Community Health Centre,Main,Vibrant Health Care Alliance Formerly Anne Johnston Health Station,2398 Yonge Street
43.6866126,-79.3106425,Mental Health and Addiction Organization,Mental Health Services,A-Way Express Courier Service,2168 Danforth Avenue
43.664085,-79.3512237,Mental Health and Addiction Organization,Addiction Services,Jean Tweed Treatment Centre,275A Broadview Avenue
43.6662636,-79.4120296,Pharmacy,Retail Pharmacy,Metro Drugs,844 Bathurst Street
43.6559257,-79.3786918,Pharmacy,Retail Pharmacy,Cloud Pharmacy,55 Dundas Street East
43.706555,-79.389844,Licensed Retirement Home,,The Briton House,700 & 720 Mount Pleasant Road
43.6377966,-79.5068084,Pharmacy,Long Term Care Facility,Ivan Franko Home (Etobicoke),767 Royal York Road
43.6611894,-79.3864115,Mental Health and Addiction Organization,Addiction Services And Mental Health Services,Fred Victor Centre,800 Bay Street
43.6985569,-79.5019519,Community Health Centre,Satellite,Unison Health And Community Services Jane-Trethewey,1541 Jane Street
43.6793038,-79.3446197,Pharmacy,Retail Pharmacy,Main Drug Mart,658 Danforth Avenue Unit 102
43.6695905,-79.3974535,HIV AIDS and Hep C Program,"At Site, HIV POC Testing",Planned Parenthood Of Toronto,36B Prince Arthur Avenue
43.6763896,-79.4302062,Long-Term Care Home,NH non-profit,Hellenic Care for Seniors (Toronto),215 Tyrrel Avenue
43.677189,-79.4945663,Pharmacy,Retail Pharmacy,Jane Park Plaza Pharmacy,873 Jane Street
43.6575078,-79.4034113,Integrated Community Health Services Centre,"Pulmonary Function A - Pure Screening, Pulmonary Function B - Lung Volumes & Diffusion",Inspiration Pulmonary Function,340 College Street
43.7678607,-79.388721,Community Support Service,,North Yorkers For Disabled Persons Inc.,"2880 Bayview Avenue,"
43.6577792,-79.384337,Pharmacy,Retail Pharmacy,Toronto Wellness Pharmacy,1800-655 Bay Street
43.7063225,-79.3750186,Pharmacy,Retail Pharmacy,Shoppers Drug Mart #982,1601 Bayview Avenue
43.6600574,-79.3440505,Community Support Service,,Woodgreen Community Services,835 Queen Street East
43.7348617,-79.4447695,Seniors Active Living Centre,,Lumacare Wilson Hub,495 Wilson Avenue
43.6821292,-79.3302147,Pharmacy,Retail Pharmacy,New Day Danforth Pharmacy Inc,1288 Danforth Avenue
43.6492926,-79.4836596,Pharmacy,Retail Pharmacy,Action Pharmacy,2425 Bloor Street West Unit 101
43.6814171,-79.3333777,Pharmacy,Retail Pharmacy,Danforth Medical Pharmacy,1156 Danforth Avenue
43.6556291,-79.3868074,Integrated Community Health Services Centre,"Bone Mineral Dxa, Fluoroscopy, General Ultrasound, Mammography, Nuclear Medicine - In Vivo - General, Nuclear Medicine - In Vivo - Spect, Radiography, Vascular Ultrasound",123 Edward Street Diagnostic Imaging Ltd.,123 Edward Street
43.6528277,-79.3762371,Licensed Lab and Specimen Collection Centre,Licensed Specimen Collection Centre Location,St. Michael's Hospital - 61 Queen,61 Queen Street East
43.6687371,-79.3949076,Licensed Lab and Specimen Collection Centre,Licensed Specimen Collection Centre Location,Lifelabs,180 Bloor Street West
43.7217467,-79.376448,Licensed Lab and Specimen Collection Centre,Licensed Hospital Lab Location,Shared Hospital Laboratory,2075 Bayview Avenue Hb Lab
43.6831194,-79.4193593,Licensed Lab and Specimen Collection Centre,Licensed Specimen Collection Centre Location,Lifelabs,526 St. Clair Avenue West
43.6518017,-79.3762957,Mental Health and Addiction Organization,Addiction Services And Mental Health Services,Fred Victor Centre,36 Lombard Street
43.6395657,-79.4405233,Mental Health and Addiction Organization,Mental Health Services,Working For Change,1499 Queen Street West
43.7792412,-79.3645922,Pharmacy,Retail Pharmacy,Shoppers Drug Mart #917,4865 Leslie Street
43.65239,-79.3985506,Integrated Community Health Services Centre,"Bone Mineral Dxa, Mammography, Radiography, General Ultrasound, Vascular Ultrasound",Dragon City X-Ray & Ultrasound,280 Spadina Avenue
43.6725067,-79.319267,Pharmacy,Retail Pharmacy,Coxwell Pharmacy,688 Coxwell Avenue
43.6865719,-79.3937174,Pharmacy,Retail Pharmacy,Midtown Compounding Pharmacy,1398 Yonge Street
43.6616104,-79.3709572,Pharmacy,Retail Pharmacy,Mmt Downtown Pharmacy,218 Gerrard Street East
43.6570871,-79.387731,Licensed Lab and Specimen Collection Centre,Licensed Hospital Lab Location,The Hospital For Sick Children,555 University Avenue
43.6864922,-79.4035402,Pharmacy,Allergen Supplier,Maritime Laboratories,202 St Clair Avenue West
43.6770672,-79.3553936,Pharmacy,Retail Pharmacy,City Pharmacy,238 Danforth Avenue
43.6802246,-79.3456817,Pharmacy,Long Term Care Facility,Nisbett Lodge,740 Pape Avenue
43.7362651,-79.4197034,Pharmacy,Retail Pharmacy,Shoppers Drug Mart #1510,2047 Avenue Road
43.7142079,-79.5533142,Pharmacy,Retail Pharmacy,Wal-Mart Pharmacy,2245 Islington Avenue
43.7054655,-79.2522234,Pharmacy,Retail Pharmacy,Danny's Drugstore Inc,2284 Kingston Road
43.7236474,-79.4881181,Mental Health and Addiction Organization,Addiction Services And Mental Health Services,Humber River Hospital,1235 Wilson Avenue
43.660489,-79.3860552,HIV AIDS and Hep C Program,HIV Clinical Services,Hq Health Hub,790 Bay Street
43.6655552,-79.4627106,Pharmacy,Retail Pharmacy,Duke Pharmacy,2798 Dundas Street West
43.6499777,-79.3771301,HIV AIDS and Hep C Program,CBAESP,"African And Caribbean Council On HIV/AIDS In Ontario, C/O Black Coalition For AIDS Prevention",20 Victoria Street
43.6461959,-79.388939,Community Support Service,,City Of Toronto - Long-Term Care Homes & Services (Supportive Housing),"55 John Street, 11th Floor"
43.6688006,-79.3788868,HIV AIDS and Hep C Program,"CBAESP, HIV Clinical Services, POC Testing",Casey House,119 Isabella Street
43.7077051,-79.3755465,Pharmacy,Retail Pharmacy,Bayside Medical Pharmacy,1685 Bayview Avenue
43.6651904,-79.3804951,Pharmacy,Retail Pharmacy,Cw Health Pharmacy,491 Church Street
43.7038639,-79.2781007,Community Support Service,,Warden Woods Community Centre,74 Firvalley Court
43.7363482,-79.2527543,Midwifery Clinic,Main,Diversity Midwives,10 Bimbrok Road
43.6707626,-79.454404,Pharmacy,Retail Pharmacy,Community Choice Pharmasave Da,1892 Davenport Road
43.7589776,-79.5187999,Community Health Centre,Satellite,Black Creek Community Health Centre Yorkgate Mall,"1 York Gate Boulevard, Suite 202"
43.821118,-79.2836283,Pharmacy,Retail Pharmacy,Brmc Pharmacy,2-3333 Brimley Road
43.7360741,-79.3066824,Pharmacy,Retail Pharmacy,Surrey Victoria Park Pharmacy,1703 Victoria Park Avenue
43.6365059,-79.4337717,Long-Term Care Home,NH non-profit,Lakeside Long Term Care Centre,150 Dunn Avenue
43.6659593,-79.321813,Seniors Active Living Centre,,Applegrove Community Complex,60 Woodfield Road
43.6969404,-79.3958375,Integrated Community Health Services Centre,Ophthalmic Ultrasound,Clarity Eye Midtown Site,1849 Yonge Street
43.5963481,-79.5260945,Pharmacy,Retail Pharmacy,Stress Free Pharmacy,3346 Lake Shore Boulevard West
43.6622905,-79.372014,HIV AIDS and Hep C Program,"HCV Team, HIV POC Testing",Sherbourne Health Centre,333 Sherbourne Street
43.6616244,-79.3827864,HIV AIDS and Hep C Program,"CBAESP, At Site, HIV POC Testing, HIV Clinical Services",Women's Health In Women's Hands Community Health Centre,2 Carlton Street
43.7613529,-79.4102156,Pharmacy,Retail Pharmacy,Rexall #6997,2-4789 Yonge Street
43.6519625,-79.3687446,Pharmacy,Retail Pharmacy,Adelaide Pharmacy,339 Adelaide Street East
43.6552883,-79.365377,Pharmacy,Retail Pharmacy,Moss Park Pharmacy Ltd,325 Queen Street East
43.6099822,-79.5493386,Pharmacy,Retail Pharmacy,Sav On Drug Mart,880 Browns Line
43.6959234,-79.292109,Pharmacy,Retail Pharmacy,Drugsmart Pharmacy,5 The Market Place
43.6813761,-79.4261761,Pharmacy,Retail Pharmacy,Christie Pharmacy,697 St. Clair Avenue West
43.6654358,-79.403777,Integrated Community Health Services Centre,General Ultrasound,Insight Diagnostic Imaging,720 Spadina Avenue
43.7350769,-79.6023117,Pharmacy,Retail Pharmacy,Westmore Pharmacy,6620 Finch Avenue West
43.6553824,-79.3871159,Mental Health and Addiction Organization,Mental Health Services,Canadian Mental Health Association (Cmha) Ontario Division,180 Dundas Street West
43.6900934,-79.2875988,Pharmacy,Retail Pharmacy,Main Drug Mart,521 Victoria Park Avenue
43.6498587,-79.3918317,Pharmacy,Retail Pharmacy,Shoppers Drug Mart #1414,260 Queen Street West
43.7199252,-79.4295572,Pharmacy,Retail Pharmacy,3M Lawrence Pharmacy,3077 Bathurst Street
43.6547373,-79.3689183,Pharmacy,Retail Pharmacy,Seaton St. Pharmacy,228 Queen Street East
43.6911745,-79.4724634,Community Support Service,,Hazel Burns Hospice,"2562 Eglinton Avenue West, 2nd Floor"
43.713914,-79.457478,HIV AIDS and Hep C Program,"At Site, HIV POC Testing",Birth Control And Sexual Health Centre,960 Lawrence Avenue West
43.69481,-79.4554909,Pharmacy,Retail Pharmacy,Eglinton Medical Pharmacy,2010 Eglinton Avenue West
43.6401505,-79.4224311,Pharmacy,Retail Pharmacy,Shoppers Drug Mart #1005,1090 King Street West
43.7662865,-79.4721357,Pharmacy,Allergen Supplier,Jag Extracts Ltd,2 Champagne Drive
43.6571683,-79.4032656,Pharmacy,Retail Pharmacy,Raxlen Pharmacy,343 College Street
43.6779696,-79.3582566,Integrated Community Health Services Centre,General Ultrasound,Albany Ultrasound,807 Broadview Avenue
43.7825595,-79.4938825,Pharmacy,Retail Pharmacy,Concord Speciality Pharmacy,2180 Steeles Avenue West
43.6684925,-79.3380371,Pharmacy,Retail Pharmacy,Total Health Pharmacy,997 Gerrard Street East
43.6854233,-79.5049879,Pharmacy,Long Term Care Facility,West Park Long Term Care Centr,155 Emmett Avenue
43.7195228,-79.4449498,Pharmacy,Retail Pharmacy,Lawrence Heights Family Phcy,12 Flemington Road
43.6653643,-79.3811767,Pharmacy,Retail Pharmacy,Rexall #1974,63 Wellesley Street East
43.6882085,-79.2883726,Pharmacy,Retail Pharmacy,Loblaw Pharmacy #1021,50 Musgrave Street
43.7555015,-79.3832201,Pharmacy,Allergen Supplier,Cichy Services Inc,20 Berkindale Crescent
43.6719574,-79.3780723,Community Support Service,,Central Neighbourhood House Associaton,1807-365 Bloor Street East
43.6773554,-79.4432669,Integrated Community Health Services Centre,"Radiography, General Ultrasound",Best Care Imaging,1670 Dufferin Street
43.6973635,-79.3919878,Seniors Active Living Centre,,Sprint Senior Care - Mobile Programs,"130 Merton Street, Suite 600"
43.6865959,-79.5273082,Community Support Service,,Etobicoke Services For Seniors,1447 Royal York Road
43.6767162,-79.3978314,Integrated Community Health Services Centre,"Nuclear Medicine - In Vivo - General, Nuclear Medicine - In Vivo - Spect",Kmh Cardiology Centres Inc.,236 Avenue Road
43.6539461,-79.3775207,Licensed Lab and Specimen Collection Centre,Licensed Hospital Lab Location,St. Michael's Hospital,30 Bond Street
43.6408875,-79.3936371,Pharmacy,Retail Pharmacy,Metropolitan Pharmacy,4G Spidina Avenue
43.6750233,-79.3399074,Community Support Service,,East Toronto Family Community Centre,86 Blake Street
43.7702221,-79.4447835,Licensed Retirement Home,,Advent Forestview Retirement Residence,537 Finch Avenue West
43.6398895,-79.4463782,Pharmacy,Retail Pharmacy,Sunnyside Medical Pharmacy,29 Roncesvalles Avenue
43.6532351,-79.3950982,Pharmacy,Retail Pharmacy,Cloud Healthcare Pharmacy,419 Dundas Street West
43.7139071,-79.2984112,Pharmacy,Retail Pharmacy,Victoria Park Pharmacy,1314 Victoria Park Avenue
43.6562453,-79.3624991,Mental Health and Addiction Organization,Addiction Services,Good Shepherd Refuge Social Ministries,412 Queen Street East
43.6546345,-79.4588268,Community Support Service,,West Toronto Support Services For Senior Citizens & The Disabled Inc.,1709 Bloor Street West
43.6543599,-79.4514867,Community Health Centre,Satellite,Communiticare Health 2238 Dundas,2238 Dundas Street West
43.6537089,-79.3773005,Hospital,Corporation,Unity Health Toronto - St. Michael's,30 Bond Street
43.7811823,-79.4174542,Seniors Active Living Centre,,North York Seniors Centre,21 Hendon Avenue
43.7223202,-79.4922672,Pharmacy,Retail Pharmacy,Wellcare Union Medical Phcy,110-1263 Wilson Avenue
43.6485194,-79.3833325,Pharmacy,Retail Pharmacy,Twig Pharmacy,Cw3-130 King Street West
43.7674863,-79.4751282,Pharmacy,Retail Pharmacy,Sultan Pharmacy,8-1118 Finch Avenue West
43.704363,-79.4085829,Integrated Community Health Services Centre,Obs/Gyn Ultrasound,True North Imaging,313 Eglinton Avenue West
43.6399585,-79.4178015,Pharmacy,Retail Pharmacy,Metro Pharmacy #572,100 Lynn Williams Street
43.7692527,-79.3705983,Pharmacy,Retail Pharmacy,Roya Boutique Pharmacy,75 Provost Drive
43.6491004,-79.3850481,Integrated Community Health Services Centre,"Radiography, General Ultrasound",Regen Scientific Inc.,181 University Avenue
43.8125826,-79.2949658,Seniors Active Living Centre,,Carefirst Seniors And Community Services Association - Scarborough Civic Centre,"300 Silver Star Boulevard,"
43.6484984,-79.5072257,Pharmacy,Retail Pharmacy,Canadian Compounding Pharmacy,2920 Bloor Street West
43.662459,-79.4443498,Pharmacy,Retail Pharmacy,Universal Pharmacy,819 Lansdowne Avenue
43.7640437,-79.4870291,Midwifery Clinic,Main,West End Midwives,1275 Finch Avenue West
43.6625119,-79.423717,Pharmacy,Retail Pharmacy,Ossington Medical Pharmacy,836 Bloor Street West
43.6713704,-79.3949977,Pharmacy,Retail Pharmacy,Rexall #8145,87 Avenue Road
43.6413992,-79.3800407,Pharmacy,Retail Pharmacy,One Pharmacy,301-110 Harbour Street
43.6841391,-79.415336,Pharmacy,Retail Pharmacy,Drug Store Pharmacy #1212,396 St Clair Avenue West
43.6654762,-79.3514397,Pharmacy,Retail Pharmacy,Broadon Pharmacy,607 Gerrard Street East
43.6565017,-79.3564459,Pharmacy,Retail Pharmacy,Healthshield Pharmacy,2-589 King Street East
43.7211293,-79.5126067,Seniors Active Living Centre,,Costi Immigrant Services - North York Centre,"1700 Wilson Avenue, Suite 104"
43.7081678,-79.3895666,Mental Health and Addiction Organization,Mental Health Services,Boost Child & Youth Advocacy Centre,245 Eglinton Avenue East
43.6667556,-79.4044623,Midwifery Clinic,Main,Community Midwives Of Toronto,344 Bloor Street West
43.6209364,-79.4833085,Pharmacy,Retail Pharmacy,Humber Bay Pharmacy,107-2240 Lakeshore Boulevard West
43.5930793,-79.5384749,Pharmacy,Retail Pharmacy,Rexall #6916,3701 Lakeshore Boulevard West
43.659599,-79.3880102,Mental Health and Addiction Organization,Mental Health Services,University Health Network,200 Elizabeth Street
43.6911929,-79.2873007,Community Health Centre,Satellite,Access Alliance Multicultural Health And Community Services Danforth,3079 Danforth Avenue
43.7093479,-79.5102368,Pharmacy,Retail Pharmacy,Pharmcare IDA Pharmacy,200 Church Street
43.8238626,-79.3024189,Pharmacy,Retail Pharmacy,Advance Pharmacy Inc,2D18&19&21-4675 Steeles Avenue East
43.64964,-79.3746883,Mental Health and Addiction Organization,Mental Health Services,Institute For Advancements In Mental Health,95 King Street East
43.6368873,-79.3992783,Pharmacy,Retail Pharmacy,Shoppers Drug Mart #1343,2-15A Bathurst Street
43.6531285,-79.4057986,Licensed Lab and Specimen Collection Centre,Licensed Hospital Lab Location,Toronto Western Hospital,399 Bathurst Street
43.6898627,-79.3248548,Mental Health and Addiction Organization,Addiction Services And Mental Health Services,Toronto East Health Network,825 Coxwell Avenue
43.6414416,-79.4510723,Mental Health and Addiction Organization,Addiction Services,Unity Health Toronto,85 Glendale Avenue
43.7076535,-79.4762736,Pharmacy,Retail Pharmacy,North Park Medical Pharmacy,2355 Keele Street #D2
43.6795086,-79.3126456,Pharmacy,Retail Pharmacy,Zara's Pharmacy,1881 Gerrard Street East
